project_name,scene_number,scene_setting,clip_number,duration_seconds,action_class,shot_scale_hint,camera_movement,dialogue_text,dialogue_word_count,speaker,delivery,acting_intensity,micro_expression,focal_plane,rack_focus,veo_continuation_source
TellTaleHeartV7,13,INT. OLD MAN'S BEDCHAMBER - NIGHT,3,8,hold,medium,"35mm prime lens, low-angle slow tracking shot left to right","I then took up three planks from the flooring of the chamber, and deposited all",15,Character_The_Narrator,voiceover_internal,5,"calculating raised brows, thin controlled smile, eyes tracking hands",Foreground: three floor planks being lifted,Rack focus from narrator's grip on planks to the dark cavity beneath at t=1.5s,extend_previous
TellTaleHeartV7,13,INT. OLD MAN'S BEDCHAMBER - NIGHT,4,5,hold,close_up,"85mm f/1.4 portrait lens, slow 10% dolly push-in",between the scantlings.,3,Character_The_Narrator,voiceover_internal,6,"gleaming proud eyes, slight nostril flare, suppressed grin twitching",Midground: remains deposited between the scantlings,Static focus on the body parts settling into the floor gap,extend_previous
TellTaleHeartV7,13,INT. OLD MAN'S BEDCHAMBER - NIGHT,5,9,hold,medium,"40mm anamorphic lens, locked tripod hold","I then replaced the boards so cleverly, so cunningly, that no human eye - not even",16,Character_The_Narrator,voiceover_internal,7,"cunning half-lidded stare, smug lip curl, forehead smooth with arrogance",Foreground: boards being replaced and seams smoothed,Rack focus from fingertips pressing seams to wider floor surface at t=2s,extend_previous
TellTaleHeartV7,13,INT. OLD MAN'S BEDCHAMBER - NIGHT,6,6,hold,close_up,"85mm f/1.4 portrait lens, slow creeping push-in",his - could have detected any thing wrong.,8,Character_The_Narrator,voiceover_internal,7,"triumphant widened eyes, sharp knowing smile, cheek muscle twitch",Midground: flawless floorboards under inspection,Static focus on the seamless flooring as if from an unseen eye,extend_previous
TellTaleHeartV7,13,INT. OLD MAN'S BEDCHAMBER - NIGHT,7,7,hold,wide,"24mm wide anamorphic lens, locked tripod establishing hold",There was nothing to wash out-no stain of any kind — no blood — spot whatever.,16,Character_The_Narrator,voiceover_internal,6,"relieved soft exhale smile, inspecting eyes dart, relaxed brow",Foreground: clean floor surface and absence of stains,Slow rack from floorboards to the blood-catching tub at t=2s,extend_previous
TellTaleHeartV7,13,INT. OLD MAN'S BEDCHAMBER - NIGHT,8,6,hold,close_up,"100mm macro lens, slow handheld drift into extreme intimacy",I had been too wary for that. A tub had caught all-ha! Ha!,13,Character_The_Narrator,voiceover_internal,8,"manic wide grin, crinkled laughing eyes, sudden ha-ha head tilt","Midground: Narrator's face almost laughing, tub in soft foreground",Rack focus from the tub ('caught all') to Narrator's eyes and smile at t=1.5s,extend_previous
TellTaleHeartV7,13,INT. OLD MAN'S BEDCHAMBER - NIGHT,9,10,hold,wide,"24mm wide anamorphic lens, slow tilt up then locked hold on door",,0,,none,5,"abrupt freeze, eyes flick toward door, lingering smile fading to alert",Background: closed street door,Rack focus from Narrator's still figure in midground to the door on distant knocking at t=2s,extend_previous
TellTaleHeartV7,14,INT. STREET DOOR - NIGHT,1,8,dialogue,medium,"35mm prime lens, slow dolly push-in from doorway threshold",A shriek was heard by a neighbour during the night. Suspicion of foul play.,14,Character_Officer_Reynolds,spoken_on_camera,4,"steady narrowed eyes, firm set jaw, slight downward pull at mouth corners",Midground: Officer Reynolds' face (lantern-lit),"Static focus on Officer Reynolds, with Officers Hale and Briggs holding soft secondary sharpness",none
TellTaleHeartV7,14,INT. STREET DOOR - NIGHT,2,4,dialogue,close_up,"85mm f/1.4 portrait lens, locked tripod hold with subtle rack focus",We are to search the premises.,6,Character_Officer_Reynolds,spoken_on_camera,5,"direct unblinking gaze, raised chin, controlled neutral mouth",Midground: Officer Reynolds' eyes,Static focus on Officer Reynolds,extend_previous
TellTaleHeartV7,14,INT. STREET DOOR - NIGHT,3,3,action,medium,"50mm prime lens, smooth lateral tracking following the bow",,0,,none,6,"tight unnatural smile, crinkled eye corners, slight brow lift masking tension",Foreground: Narrator's smiling lips and bowing head,Subtle rack from Narrator's smile at t=0s to the open doorway inviting the officers at t=1.5s,extend_previous
TellTaleHeartV7,14,INT. STREET DOOR - NIGHT,4,5,dialogue,close_up,"85mm f/1.4 portrait lens, slow 10% dolly push-in","Gentlemen — welcome. The shriek was my own, in a dream.",11,Character_The_Narrator,spoken_on_camera,7,"wide earnest eyes, lingering polite smile, faint cheek twitch of suppressed nerves",Midground: Narrator's eyes,Static focus on Narrator's eyes,extend_previous
TellTaleHeartV7,14,INT. STREET DOOR - NIGHT,5,4,dialogue,medium,"35mm prime lens, locked tripod hold slightly low angle",The old man is absent in the country.,8,Character_The_Narrator,spoken_on_camera,7,"steady open gaze, relaxed mouth shape, subtle nostril flare of controlled anxiety",Midground: Narrator's eyes,"Static focus on Narrator, officers softly falling off in background",extend_previous
TellTaleHeartV7,15,INT. HALL AND SITTING ROOM - NIGHT,1,9,hold,medium,"35mm prime lens, slow lateral tracking shot following the group","I smiled,-for what had I to fear? I bade the gentlemen welcome.",12,Character_The_Narrator,voiceover_internal,5,"tight forced polite smile, slightly widened eyes with forced calm, subtle jaw clench and nostril flare",Midground: Narrator's eyes and smile,Static focus on narrator's face as he welcomes the officers,none
TellTaleHeartV7,15,INT. HALL AND SITTING ROOM - NIGHT,2,8,hold,wide,"24mm wide anamorphic lens, smooth steadicam lead-and-follow through rooms",I took my visitors all over the house. I bade them search — search well.,15,Character_The_Narrator,voiceover_internal,6,"broad unnatural inviting smile, overly steady wide-eyed gaze, faint cheek twitch and pressed lips",Midground: Narrator's hands opening cupboards / showing empty corners,Subtle rack from narrator's hands in midground to Officers Hale and Briggs searching in background,extend_previous
TellTaleHeartV7,16,INT. OLD MAN'S BEDCHAMBER - NIGHT,1,6,dialogue,medium,"35mm prime lens, slow lateral tracking with gentle push-in",Rest from your fatigues. Search well — I insist.,9,Character_The_Narrator,spoken_on_camera,5,"bright eager eyes, broad confident smile, slightly raised brows, relaxed jaw",Midground: Narrator's confident face and gesturing hands as he ushers and seats himself,"Static focus on Narrator, with soft falloff to officers and room treasures",none
TellTaleHeartV7,16,INT. OLD MAN'S BEDCHAMBER - NIGHT,2,8,hold,medium,"40mm spherical lens, locked tripod hold",,0,,none,4,"easy half-smile, soft crinkled eyes, calm open forehead, gentle nod",Midground: group of seated officers and Narrator in easy conversation,"Static focus across the seated group, Officer Reynolds' nod held sharp",extend_previous
TellTaleHeartV7,16,INT. OLD MAN'S BEDCHAMBER - NIGHT,3,6,hold,medium,"50mm prime lens, very slow 5% dolly push-in",The officers were satisfied. My manner had convinced them. I was singularly at ease.,14,Character_The_Narrator,voiceover_internal,4,"cheerful open smile, relaxed cheeks, steady warm gaze, slight head tilt",Midground: Narrator's eyes and slight smile,Static focus on Narrator's face while officers remain gently soft in background,extend_previous
TellTaleHeartV7,16,INT. OLD MAN'S BEDCHAMBER - NIGHT,4,5,hold,medium,"50mm prime lens, locked tripod hold","They sat, and while I answered cheerily, they chatted of familiar things.",12,Character_The_Narrator,voiceover_internal,4,"pleasant light smile, untroubled eyes, smooth brow, easy conversational look",Midground: Narrator's mouth and eyes as he answers cheerily,Static focus on Narrator; officers' pleasant expressions held in secondary focus,extend_previous
TellTaleHeartV7,16,INT. OLD MAN'S BEDCHAMBER - NIGHT,5,8,hold,close_up,"85mm f/1.4 portrait lens, subtle slow push-in",,0,,none,6,"sudden pallor, faint vertical frown lines, eyes tighten, fingers brush temple",Foreground/Midground: Narrator's face as the thin ringing enters and he pales,Subtle rack from group ambience onto Narrator's temple and paling features,extend_previous
TellTaleHeartV7,16,INT. OLD MAN'S BEDCHAMBER - NIGHT,6,5,hold,close_up,"85mm f/1.4 portrait lens, locked tripod hold with shallow focus","But, ere long, I felt myself getting pale and wished them gone.",12,Character_The_Narrator,voiceover_internal,6,"draining color, pinched lips, worried micro-squint, hand lingering at temple",Midground: Narrator's eyes and hand touching temple,Static tight focus on Narrator's face; officers melt into soft bokeh,extend_previous
TellTaleHeartV7,16,INT. OLD MAN'S BEDCHAMBER - NIGHT,7,6,hold,close_up,"100mm macro lens, micro push-in toward temple","My head ached, and I fancied a ringing in my ears: but still they sat",15,Character_The_Narrator,voiceover_internal,6,"pale taut cheeks, subtle earward wince, brow crease, forced still mouth",Midground: Narrator's eyes and temple,Static focus on Narrator's increasingly strained expression,extend_previous
TellTaleHeartV7,16,INT. OLD MAN'S BEDCHAMBER - NIGHT,8,3,hold,close_up,"85mm f/1.4 portrait lens, locked off-center hold",and still chatted.,3,Character_The_Narrator,voiceover_internal,6,"strained polite smile cracking, darting eyes, tight jaw muscle, pale skin",Midground: Narrator's eyes,Static focus on Narrator while officers' chatter remains softly out of focus,extend_previous
TellTaleHeartV7,16,INT. OLD MAN'S BEDCHAMBER - NIGHT,9,7,hold,close_up,"85mm f/1.4 portrait lens, slow creeping dolly push-in",The ringing became more distinct :- it continued and became more distinct: I talked more freely,16,Character_The_Narrator,voiceover_internal,7,"widening eyes, forced brighter smile, visible temple pulse, tense neck cords",Midground: Narrator's eyes and mouth as he talks more freely,Static focus locked on Narrator's face,extend_previous
TellTaleHeartV7,16,INT. OLD MAN'S BEDCHAMBER - NIGHT,10,6,hold,close_up,"100mm macro lens, steady handheld micro-drift","to get rid of the feeling: but it continued and gained definiteness - until, at length,",16,Character_The_Narrator,voiceover_internal,7,"intensifying stare, rigid cheeks, lips pressed then over-animate, forehead sheen",Midground: Narrator's eyes,Static focus on Narrator; slight breathing of focus to emphasize internal strain,extend_previous
TellTaleHeartV7,16,INT. OLD MAN'S BEDCHAMBER - NIGHT,11,4,hold,extreme_close_up,"100mm macro lens, locked extreme hold",I found that the noise was not within my ears.,10,Character_The_Narrator,voiceover_internal,7,"shocked realization flicker, pupils dilate, mouth parts slightly, ashen pallor",Midground: Narrator's eyes as realization hits,"Micro rack from eyes to the space just beyond his ear, then back to eyes",extend_previous
TellTaleHeartV7,16,INT. OLD MAN'S BEDCHAMBER - NIGHT,12,10,hold,medium,"35mm prime lens, slow tilt down to floor then up",,0,,none,8,"gasping open mouth, bulging eyes, sweat sheen, desperate over-animated grin",Midground: Narrator's face gasping; secondary plane on floorboards beneath chair,"Slow rack from Narrator's eyes down to the floorboards under his chair, then back up to his face",extend_previous
TellTaleHeartV7,16,INT. OLD MAN'S BEDCHAMBER - NIGHT,13,3,dialogue,close_up,"50mm prime lens, slight handheld drift","-as I say, the house is quiet — always quiet-",10,Character_The_Narrator,spoken_on_camera,7,"heightened fluent smile, too-wide eyes, tight cheek muscles, quick blinks","Midground: Narrator's heightened, fluent expression",Static focus on Narrator as he forces cheer,extend_previous
TellTaleHeartV7,16,INT. OLD MAN'S BEDCHAMBER - NIGHT,14,6,big_action,wide,"24mm wide anamorphic lens, dynamic handheld following rise and pace",,0,,none,8,"wild flaring eyes, contorted shouting mouth, flared nostrils, facial spasms",Midground: Narrator rising and pacing; brief hold on Officer Hale's mild glance,"Rack from Narrator's violent gesticulations to Officer Hale and Briggs' pleasant exchange, then back to Narrator",none
TellTaleHeartV7,16,INT. OLD MAN'S BEDCHAMBER - NIGHT,15,4,hold,medium,"35mm prime lens, low-angle tracking with Narrator's strides",Why would they not be gone? Oh God! What could I do?,12,Character_The_Narrator,voiceover_internal,8,"desperate wide stare, twisted grimace, sweat-beaded brow, trembling lips",Midground: Narrator's desperate eyes,Static focus on Narrator; officers remain softly blurred,extend_previous
TellTaleHeartV7,16,INT. OLD MAN'S BEDCHAMBER - NIGHT,16,3,hold,close_up,"85mm f/1.4 portrait lens, erratic handheld shake",I foamed — I raved — I swore!,8,Character_The_Narrator,voiceover_internal,9,"foaming mouth corners, frenzied bulging eyes, snarling teeth, facial rage tremor","Midground: Narrator's foaming, raving face",Static tight focus on Narrator's contorted features,extend_previous
TellTaleHeartV7,16,INT. OLD MAN'S BEDCHAMBER - NIGHT,17,6,hold,medium,"40mm spherical lens, quick pan and tilt following chair swing","I swung the chair upon which I had been sitting, and grated it upon the",15,Character_The_Narrator,voiceover_internal,9,"manic gritted teeth, veins at temples, wild rolling eyes, strained neck","Foreground/Midground: chair legs grating on boards, then Narrator's hands and face",Rack focus from the grating chair on the floorboards up to Narrator's face,extend_previous
TellTaleHeartV7,16,INT. OLD MAN'S BEDCHAMBER - NIGHT,18,4,hold,close_up,"50mm prime lens, low-angle locked on grating chair legs","boards, but the noise arose over all and continually increased.",10,Character_The_Narrator,voiceover_internal,9,"horror-stricken gape, sweat-slick skin, twitching eyelids, jaw clenched hard",Midground: Narrator's face; floorboards as secondary threat plane,Quick rack down to the boards then snap back to Narrator's eyes,extend_previous
TellTaleHeartV7,16,INT. OLD MAN'S BEDCHAMBER - NIGHT,19,5,hold,medium,"35mm prime lens, slow push-in on still-smiling officers","It grew louder — louder — louder! And still the men chatted pleasantly, and smiled.",15,Character_The_Narrator,voiceover_internal,9,"terrified dilated pupils, rigid forced smile cracking, facial muscles quivering",Midground: Narrator's face against the softly smiling officers,"Rack from Narrator's horror to the officers' pleasant smiles, then back to Narrator",extend_previous
TellTaleHeartV7,16,INT. OLD MAN'S BEDCHAMBER - NIGHT,20,4,hold,extreme_close_up,"100mm macro lens, locked extreme hold on eyes","Was it possible they heard not? Almighty God! No, no!",10,Character_The_Narrator,voiceover_internal,9,"panic-widened eyes, open-mouthed disbelief, forehead deeply furrowed, pale lips","Midground: Narrator's wide, terrified eyes",Static extreme close focus on Narrator's eyes,extend_previous
TellTaleHeartV7,16,INT. OLD MAN'S BEDCHAMBER - NIGHT,21,6,hold,close_up,"85mm f/1.4 portrait lens, slow spiraling arc around face",They heard !- they suspected !- they knew !- they were making a mockery of my horror !- this,19,Character_The_Narrator,voiceover_internal,9,"paranoid glare, sneering upper lip, twitching cheek, feverish sweat glow",Midground: Narrator's accusing eyes darting between officers,Subtle rack between Narrator's face and the officers' calm expressions,extend_previous
TellTaleHeartV7,16,INT. OLD MAN'S BEDCHAMBER - NIGHT,22,3,hold,close_up,"85mm f/1.4 portrait lens, locked intense hold","I thought, and this I think.",6,Character_The_Narrator,voiceover_internal,9,"haunted fixed stare, trembling chin, hollow cheeks, micro-spasms around eyes",Midground: Narrator's eyes,Static focus on Narrator,extend_previous
TellTaleHeartV7,16,INT. OLD MAN'S BEDCHAMBER - NIGHT,23,8,hold,extreme_close_up,"100mm macro lens, subtle tremor handheld",,0,,none,10,"face collapsing in agony, eyes squeezed then flaring, mouth twisted open",Midground: Narrator's face as it breaks,Static focus locked on the breaking expression,extend_previous
TellTaleHeartV7,16,INT. OLD MAN'S BEDCHAMBER - NIGHT,24,6,hold,close_up,"85mm f/1.4 portrait lens, slow push-in to breaking point",But anything was better than this agony! Anything was more tolerable than this derision!,14,Character_The_Narrator,voiceover_internal,10,"agonized contorted features, tears welling, desperate wild eyes, gasping mouth",Midground: Narrator's agonized eyes,Static focus on Narrator,extend_previous
TellTaleHeartV7,16,INT. OLD MAN'S BEDCHAMBER - NIGHT,25,4,hold,close_up,"85mm f/1.4 portrait lens, locked tripod with rising tension",I could bear those hypocritical smiles no longer!,8,Character_The_Narrator,voiceover_internal,10,"enraged snarl, bared teeth, blazing eyes, facial muscles in violent spasm","Midground: Narrator's face, no longer able to bear the smiles",Brief rack to officers' hypocritical smiles then hard back to Narrator,extend_previous
TellTaleHeartV7,16,INT. OLD MAN'S BEDCHAMBER - NIGHT,26,6,hold,extreme_close_up,"100mm macro lens, rapid micro push-ins timed to 'louder'",I felt that I must scream or die! And now-again! Hark! Louder! Louder! Louder!,14,Character_The_Narrator,voiceover_internal,10,"scream-ready stretched mouth, bulging terror eyes, veins popping, total facial break",Midground: Narrator's mouth and eyes on the edge of screaming,Static intense focus on Narrator's face,extend_previous
TellTaleHeartV7,16,INT. OLD MAN'S BEDCHAMBER - NIGHT,27,2,hold,extreme_close_up,"100mm macro lens, locked vibrating hold",louder!,1,Character_The_Narrator,voiceover_internal,10,"ultimate panic rictus, eyes near popping, mouth wide in silent shriek prep",Midground: Narrator's eyes and open mouth,"Static focus, almost vibrating with the rising sound",extend_previous
TellTaleHeartV7,16,INT. OLD MAN'S BEDCHAMBER - NIGHT,28,4,action,medium,"24mm wide anamorphic lens, sharp whip-pan down to pointing hand and floor",,0,,none,10,"full shrieking face, mouth cavernous, eyes insane wide, neck tendons screaming",Foreground: Narrator's pointing hand and the floorboards beneath his feet,Rack from Narrator's shrieking face down his arm to the exact spot on the floorboards he indicates,extend_previous
TellTaleHeartV7,16,INT. OLD MAN'S BEDCHAMBER - NIGHT,29,3,dialogue,close_up,"50mm prime lens, aggressive handheld push-in",Villains! Dissemble no more!,4,Character_The_Narrator,spoken_on_camera,10,"accusing manic glare, spit-flecked lips, furious wide eyes, jaw thrust forward","Midground: Narrator's face mid-shriek, finger still directing downward",Static focus on Narrator,extend_previous
TellTaleHeartV7,16,INT. OLD MAN'S BEDCHAMBER - NIGHT,30,6,dialogue,medium,"35mm prime lens, low-angle handheld orbit","I admit the deed! Tear up the planks! Here, here! It is the beating",14,Character_The_Narrator,spoken_on_camera,10,"confession frenzy, wild triumphant terror eyes, mouth working violently, face crimson",Midground: Narrator's face and pointing hand; floorboards sharp beneath,Rack from Narrator's eyes down to the planks he demands be torn up,extend_previous
TellTaleHeartV7,16,INT. OLD MAN'S BEDCHAMBER - NIGHT,31,3,dialogue,extreme_close_up,"100mm macro lens, locked final hold on mouth",of his hideous heart!,4,Character_The_Narrator,spoken_on_camera,10,"final broken horror, eyes staring madly downward, lips curled in revulsion scream",Midground: Narrator's eyes and mouth delivering the final confession,Static focus on Narrator; the floorboards glow in soft secondary focus,extend_previous
TellTaleHeartV7,16,INT. OLD MAN'S BEDCHAMBER - NIGHT,32,5,action,wide,"24mm wide anamorphic lens, sudden dolly back revealing officers springing up",,0,,none,10,"raving pointed stare, froth at mouth, unhinged wide eyes, face locked in madness",Midground: officers springing up in sharp relief; Narrator still pointing at the boards,"Rack from Narrator's raving face and pointing hand to the officers rising, then back to the floorboards",extend_previous
TellTaleHeartV7,17,INT. BARE ROOM - NIGHT,1,7,dialogue,close_up,"85mm f/1.4 portrait lens, slow 8% dolly push-in","True! Nervous — very, very dreadfully nervous I had been and am.",12,Character_The_Narrator,spoken_on_camera,8,"wide unblinking eyes locked forward, deeply furrowed brow, nostrils flared, lips pressed tight with faint quiver at corners, jaw muscle rigidly clenched",Midground: Narrator's eyes,Static focus on Narrator's eyes,none
TellTaleHeartV7,17,INT. BARE ROOM - NIGHT,2,4,dialogue,close_up,"85mm f/1.4 portrait lens, locked tripod hold",But why will you say that I am mad?,9,Character_The_Narrator,spoken_on_camera,7,"sharp micro-widen of already intense eyes, single skeptical eyebrow twitch upward, subtle sneer pulling one side of mouth, tense cheek muscles",Midground: Narrator's eyes,Static focus on Narrator's eyes,extend_previous
TellTaleHeartV7,17,INT. BARE ROOM - NIGHT,3,10,hold,extreme_close_up,"100mm macro lens, locked tripod hold",,0,,none,9,"unrelenting hyper-focused stare without blink, pupils pinned, forehead veins faintly visible, absolute stillness in every facial muscle except tiny obsessive jaw flex",Midground: Narrator's eyes,Static focus on Narrator's eyes,extend_previous
TellTaleHeartV7,18,END CREDITS - THE TELL-TALE HEART,1,10,hold,wide,slow 5% dolly pull-back,,0,,none,0,none,Foreground text card,Static focus on credits,none
